-3,0
-2.95,0
-2.9,0
-2.85,0
-2.8,0
-2.75,0
-2.7,0
-2.65,0
-2.6,0
-2.55,0
-2.5,0
-2.45,0
-2.4,0
-2.35,0
-2.3,0
-2.25,0
-2.2,0
-2.15,0
-2.1,0
-2.05,0
-2,0
-2,1
-1.95,1
-1.9,1
-1.85,1
-1.8,1
-1.75,1
-1.7,1
-1.65,1
-1.6,1
-1.55,1
-1.5,1
-1.45,1
-1.4,1
-1.35,1
-1.3,1
-1.25,1
-1.2,1
-1.15,1
-1.1,1
-1.05,1
-1,1
-1,2
-0.95,2
-0.9,2
-0.85,2
-0.8,2
-0.75,2
-0.7,2
-0.65,2
-0.6,2
-0.55,2
-0.5,2
-0.45,2
-0.4,2
-0.35,2
-0.3,2
-0.25,2
-0.2,2
-0.15,2
-0.1,2
-0.05,2
0,2
0.05,2
0.1,2
0.15,2
0.2,2
0.25,2
0.3,2
0.35,2
0.4,2
0.45,2
0.5,2
0.55,2
0.6,2
0.65,2
0.7,2
0.75,2
0.8,2
0.85,2
0.9,2
0.95,2
1,2
1,1
1.05,1
1.1,1
1.15,1
1.2,1
1.25,1
1.3,1
1.35,1
1.4,1
1.45,1
1.5,1
1.55,1
1.6,1
1.65,1
1.7,1
1.75,1
1.8,1
1.85,1
1.9,1
1.95,1
2,1
2,0
2.05,0
2.1,0
2.15,0
2.2,0
2.25,0
2.3,0
2.35,0
2.4,0
2.45,0
2.5,0
2.55,0
2.6,0
2.65,0
2.7,0
2.75,0
2.8,0
2.85,0
2.9,0
2.95,0
3,0
